TweetID,TweetDate,UserName,DateJoined,TotalTweets,TotalFavs,TotalFollowers,TotalFriends,TotaListed,TweetFavs,TweetRTs,Verified,Geo,Language,Tweet,Hashtags,Mentions
1036433462381563905,Mon Sep 03 01:59:28 +0000 2018,rick_wankster,Thu Apr 17 05:10:59 +0000 2014,14150,23711,3680,2781,33,2,2,FALSE,TRUE,en,Love this shot.  #FearTWD https://t.co/pGBCQ8iXQJ,FearTWD,
1036433448381161472,Mon Sep 03 01:59:24 +0000 2018,StarTink202,Thu Nov 03 00:46:50 +0000 2011,2687,24496,163,1023,0,0,0,FALSE,FALSE,en,"Al, why would u drink da water?!!!
#FearTWD",FearTWD,
1036433442609815552,Mon Sep 03 01:59:23 +0000 2018,FandemoniumMag,Thu Jul 12 16:52:40 +0000 2018,830,52,118,782,0,1,0,FALSE,FALSE,en,"Is that you, Cipro?! #FearTWD",FearTWD,_AyeMae_of_NoM
1036433424175771648,Mon Sep 03 01:59:18 +0000 2018,sonyairyna,Sat Nov 02 23:00:39 +0000 2013,34136,45405,5344,5027,69,0,1,FALSE,FALSE,en,"RT @_AyeMae_of_NoM: Pump them brakes yo! They on the way!!! Hope it's the girls and not the crazy contaminator 'ewe'doo lady

#FearTWD #FTW…",FearTWD,
1036433408099082240,Mon Sep 03 01:59:15 +0000 2018,0Heretic,Sun Jun 17 20:48:09 +0000 2018,585,327,8,89,0,2,0,FALSE,FALSE,en,Once again proof that drinking bottled beer will keep you alive. #Feartwd,Feartwd,
1036433405230153730,Mon Sep 03 01:59:14 +0000 2018,IamBatMILF,Sat Oct 31 23:59:05 +0000 2009,58931,3305,2392,1873,51,0,0,FALSE,TRUE,en,"Cause if the twins are picking up boxes,  maybe the scary lady got them them before. #FearTWD",FearTWD,"GhostArtist1990,MckeeveMichelle,StarryMag,CareyJohnson919,tvserieshub,FearUsTWD,GeekTrench,TWDFamilyy,MrLSmith21,WeSoNerdy,pr3ttypatt9"
1036433395797188608,Mon Sep 03 01:59:12 +0000 2018,clotree,Sat Sep 17 01:33:02 +0000 2011,14916,16953,370,800,20,2,0,FALSE,TRUE,en,"@GhostArtist1990 @MckeeveMichelle @StarryMag @CareyJohnson919 @tvserieshub @FearUsTWD @GeekTrench @TWDFamilyy @MrLSmith21 @WeSoNerdy @pr3ttypatt9 No water!! Ugh
#FearTWD",FearTWD,IamBatMILF
1036433380676698113,Mon Sep 03 01:59:08 +0000 2018,bbsqrl87,Tue Jul 08 18:21:12 +0000 2014,58011,15972,331,331,64,0,3,FALSE,TRUE,en,RT @IamBatMILF: She gonna get back and Al gonna be dead and I’ll never trust Strand again.  #FearTWD,FearTWD,
1036433379225468930,Mon Sep 03 01:59:08 +0000 2018,andimarquette,Sun Sep 07 17:46:55 +0000 2008,47469,15181,2049,2309,98,2,0,FALSE,FALSE,en,lol douchebag's still out there. #FearTWD,FearTWD,
1036433373558796288,Mon Sep 03 01:59:06 +0000 2018,hoylandplus,Thu Jul 20 22:44:37 +0000 2017,419,457,13,82,1,2,0,FALSE,FALSE,en,"Texas and inland southern states pretty civilized since the outbreak. Georgia to Virginia is another story: cannibalism, self-proclaimed governors with zombie head collections, wild ""wolves"" clans, and a dude with a barbed-wire baseball bat.

#FearTWD 
#FTWD 
#FearTheWalkingDead","FearTWD,FTWD,FearTheWalkingDead",FearTWD
1036433367389163525,Mon Sep 03 01:59:05 +0000 2018,Miz_Genius,Mon May 09 18:55:10 +0000 2016,19329,71283,401,505,5,0,120,FALSE,TRUE,en,RT @FearTWD: More stories for Althea. #FearTWD https://t.co/3wrHITY4bF,FearTWD,
1036433344383332353,Mon Sep 03 01:58:59 +0000 2018,KristinaCarsley,Sun Aug 16 00:03:18 +0000 2015,3947,77491,247,240,3,0,0,FALSE,TRUE,en,Wait is that the nasty water or is it new #FearTWD,FearTWD,FearTWD
1036433343699734528,Mon Sep 03 01:58:59 +0000 2018,JANoguera_76,Fri Sep 16 17:09:49 +0000 2016,10478,39913,219,421,1,0,83,FALSE,FALSE,en,RT @FearTWD: Althea keeps her stories close to the heart. #FearTWD https://t.co/xdSuGqJ9LP,FearTWD,"WalkingDeadArmy,colmandomingo"
1036433334820327424,Mon Sep 03 01:58:57 +0000 2018,bbsqrl87,Tue Jul 08 18:21:12 +0000 2014,58011,15972,331,331,64,0,14,FALSE,TRUE,en,RT @WalkingDeadArmy: Man the gang is killing it this episode! So proud of @colmandomingo! His directorial debut is INCREDIBLE. Props to all…,,
1036433321599938561,Mon Sep 03 01:58:54 +0000 2018,_AyeMae_of_NoM,Wed Oct 03 03:36:48 +0000 2012,8232,27434,1507,4055,10,1,0,FALSE,FALSE,en,"? new people ?

#FearTWD #FTWD #FearTheWalkingDead #FearFamily","FearTWD,FTWD,FearTheWalkingDead,FearFamily","Shortgrl76,JennaElfman,MaggieGrace"
1036433304789176320,Mon Sep 03 01:58:50 +0000 2018,mcandkc,Fri Jan 30 00:54:52 +0000 2015,17686,54217,850,1180,22,0,7,FALSE,FALSE,en,RT @Shortgrl76: Hell yeah! Definitely feeling @JennaElfman @MaggieGrace in a Thelma and Louise kinda way..more scenes with these two please…,,FearTWD
1036433290843107328,Mon Sep 03 01:58:47 +0000 2018,JANoguera_76,Fri Sep 16 17:09:49 +0000 2016,10478,39913,219,421,1,0,59,FALSE,FALSE,en,RT @FearTWD: Do you think June can change? #FearTWD https://t.co/zV8JsB9XMz,FearTWD,FearTWD
1036433290029395974,Mon Sep 03 01:58:46 +0000 2018,DannyGauthier3,Mon Nov 27 07:04:39 +0000 2017,5662,118191,1086,4866,0,0,120,FALSE,FALSE,en,RT @FearTWD: More stories for Althea. #FearTWD https://t.co/3wrHITY4bF,FearTWD,"colmandomingo,JennaElfman,MaggieGrace"
1036433279988187136,Mon Sep 03 01:58:44 +0000 2018,highspeedmerge,Mon Jun 01 21:31:53 +0000 2009,99306,247200,578,1664,16,0,92,FALSE,TRUE,en,RT @colmandomingo: #FearTWD Rockstars! @JennaElfman @MaggieGrace ?????? https://t.co/NJvGgRcOrP,FearTWD,FearTWD
1036433274032336896,Mon Sep 03 01:58:43 +0000 2018,JANoguera_76,Fri Sep 16 17:09:49 +0000 2016,10478,39913,219,421,1,0,61,FALSE,FALSE,en,RT @FearTWD: That’s a helluva bug. #FearTWD https://t.co/aI6DdV2LHO,FearTWD,JennaElfman
1036433270685294592,Mon Sep 03 01:58:42 +0000 2018,ZainapMcReedus,Mon Jun 18 00:42:34 +0000 2012,50731,38740,2059,4989,23,3,1,FALSE,TRUE,und,"?????
@JennaElfman 
#FearTWD https://t.co/tDlnE3Dq3Y",FearTWD,StarryMag
1036433267992522752,Mon Sep 03 01:58:41 +0000 2018,MckeeveMichelle,Sun Aug 04 14:41:20 +0000 2013,207366,302211,1691,1519,102,0,1,FALSE,TRUE,en,RT @StarryMag: Yes! June and Al made it! Morgan might just get this band back together. He's like the Pied Piper of the Apocalypse. #FearTW…,,FearTWD
1036433260748922881,Mon Sep 03 01:58:40 +0000 2018,JANoguera_76,Fri Sep 16 17:09:49 +0000 2016,10478,39913,219,421,1,0,73,FALSE,FALSE,en,RT @FearTWD: A little bit of Al history. #FearTWD https://t.co/H5BaXqcPXS,FearTWD,"colmandomingo,rootsoffight"
1036433249378160641,Mon Sep 03 01:58:37 +0000 2018,frecklesgraham,Fri May 19 12:30:27 +0000 2017,32465,27301,970,828,9,0,12,FALSE,TRUE,en,RT @colmandomingo: I wore @rootsoffight most of my days shooting #FearTWD https://t.co/DCnIDyyrsd,FearTWD,FearTWD
1036433242952531968,Mon Sep 03 01:58:35 +0000 2018,JANoguera_76,Fri Sep 16 17:09:49 +0000 2016,10478,39913,219,421,1,0,62,FALSE,FALSE,en,RT @FearTWD: Business as usual. #FearTWD https://t.co/3PjcCqGgOc,FearTWD,colmandomingo
1036433238129029120,Mon Sep 03 01:58:34 +0000 2018,bbsqrl87,Tue Jul 08 18:21:12 +0000 2014,58011,15972,331,331,64,0,9,FALSE,TRUE,en,"RT @colmandomingo: Yeah I had stints, VFX, SFX, etc up in this episode #FearTWD",FearTWD,FearTWD
1036433232286416897,Mon Sep 03 01:58:33 +0000 2018,JANoguera_76,Fri Sep 16 17:09:49 +0000 2016,10478,39913,219,421,1,0,73,FALSE,FALSE,en,RT @FearTWD: When you’re trying to send a cute selfie… #FearTWD https://t.co/0hFuKbA5xw,FearTWD,FearTWD
1036433207749758976,Mon Sep 03 01:58:27 +0000 2018,FearTWDbr,Mon Jun 08 13:08:58 +0000 2015,2482,900,881,598,3,0,120,FALSE,FALSE,en,RT @FearTWD: More stories for Althea. #FearTWD https://t.co/3wrHITY4bF,FearTWD,
1036433201600847872,Mon Sep 03 01:58:25 +0000 2018,andimarquette,Sun Sep 07 17:46:55 +0000 2008,47469,15181,2049,2309,98,0,0,FALSE,FALSE,en,"Oh, wait. Maybe THAT water's okay because it's been on the truck and it wasn't out at the mile markers yet. Let us hope. #FearTWD",FearTWD,
1036433192193024001,Mon Sep 03 01:58:23 +0000 2018,IamBatMILF,Sat Oct 31 23:59:05 +0000 2009,58931,3305,2392,1873,51,0,0,FALSE,TRUE,en,"Yeah, but we’re those boxes contaminated before they were put in that truck? #FearTWD",FearTWD,
1036433191966523392,Mon Sep 03 01:58:23 +0000 2018,incognito1922,Tue Sep 30 02:52:33 +0000 2008,21277,7968,312,738,8,0,0,FALSE,FALSE,en,"That crazy lady is out there,  they can get food later...but don't drink the water. #FearTWD",FearTWD,
1036433191723327491,Mon Sep 03 01:58:23 +0000 2018,DoctorJay_Jay,Thu Sep 08 04:07:53 +0000 2016,2163,250,24,181,3,0,0,FALSE,FALSE,en,And they start hearing.....whistling........#FearTWD #deadbuzz,"FearTWD,deadbuzz",
1036433190876061696,Mon Sep 03 01:58:23 +0000 2018,mklopez,Mon Feb 19 23:19:10 +0000 2007,243208,18547,4717,3831,384,0,0,FALSE,TRUE,en,"Fear the Walking Dead 4x12 ""Weak"" ?????????? https://t.co/uGAYf7SsaA #FearTWD #trakt","FearTWD,trakt",colmandomingo
1036433190582398976,Mon Sep 03 01:58:23 +0000 2018,benneasdown96,Thu Oct 23 19:04:17 +0000 2014,13992,13578,317,1345,6,0,118,FALSE,FALSE,en,RT @colmandomingo: Now for some behind the scenes pix thanks to my main homie on set Nyima who keeps Strand together #FearTWD https://t.co/…,FearTWD,
1036433187860307968,Mon Sep 03 01:58:22 +0000 2018,StarryMag,Tue Jan 13 04:30:21 +0000 2009,292345,57582,15206,7712,446,1,1,FALSE,TRUE,en,Yes! June and Al made it! Morgan might just get this band back together. He's like the Pied Piper of the Apocalypse. #FearTWD https://t.co/fJeq9g2wfD,FearTWD,"colmandomingo,rootsoffight"
1036433185637392385,Mon Sep 03 01:58:22 +0000 2018,walkingdeadart1,Sun Mar 05 02:24:33 +0000 2017,4496,2208,866,1247,4,0,0,FALSE,FALSE,en,@colmandomingo @rootsoffight Such a great great job on #FearTWD :) Always amazing as ever.,FearTWD,"UndeadWalkingFS,colmandomingo"
1036433180507746304,Mon Sep 03 01:58:20 +0000 2018,VickyClarkLex,Sat Jun 27 06:00:09 +0000 2009,107119,1513,1117,737,19,0,20,FALSE,TRUE,en,"RT @UndeadWalkingFS: Proving that he's the consummate Renaissance Man, @colmandomingo joins an exclusive club with his #FearTWD directorial…",FearTWD,
1036433167698276352,Mon Sep 03 01:58:17 +0000 2018,Endl3ssNit3s,Wed Apr 12 09:24:14 +0000 2017,7983,9027,238,760,4,0,0,FALSE,TRUE,und,#FearTWD https://t.co/niGKCXCrVJ,FearTWD,FearTWD
1036433159620059137,Mon Sep 03 01:58:15 +0000 2018,Gleek1287,Tue Mar 13 23:00:47 +0000 2012,10982,15753,170,1240,4,0,120,FALSE,TRUE,en,RT @FearTWD: More stories for Althea. #FearTWD https://t.co/3wrHITY4bF,FearTWD,
1036433159603269633,Mon Sep 03 01:58:15 +0000 2018,TomHines,Tue Aug 19 12:19:14 +0000 2008,2664,543,689,598,18,0,0,FALSE,TRUE,en,Most illogical episode.  S4Ep12. Weak. #FearTWD #FTWD #FeartheWalkingDead,"FearTWD,FTWD,FeartheWalkingDead",
1036433157564891137,Mon Sep 03 01:58:15 +0000 2018,_AyeMae_of_NoM,Wed Oct 03 03:36:48 +0000 2012,8232,27434,1507,4055,10,6,1,FALSE,FALSE,en,"Pump them brakes yo! They on the way!!! Hope it's the girls and not the crazy contaminator 'ewe'doo lady

#FearTWD #FTWD #FearTheWalkingDead #FearFamily","FearTWD,FTWD,FearTheWalkingDead,FearFamily",writtenbysara
1036433155476074501,Mon Sep 03 01:58:14 +0000 2018,sonyairyna,Sat Nov 02 23:00:39 +0000 2013,34136,45405,5344,5027,69,0,1,FALSE,FALSE,en,RT @writtenbysara: Al likes new people #FearTWD,FearTWD,
1036433150715617281,Mon Sep 03 01:58:13 +0000 2018,GingerRaven69,Tue May 17 13:33:04 +0000 2011,12065,43835,1848,2540,4,2,0,FALSE,FALSE,en,#FearTWD Don't drink the water! Nooooo,FearTWD,
1036433122760515584,Mon Sep 03 01:58:07 +0000 2018,2fresh2clean100,Tue Dec 31 05:40:06 +0000 2013,1660,287,16,7,0,0,0,FALSE,FALSE,en,Morgan know he wanted that beer. #FEARTWD,FEARTWD,FearTWD
1036433108214657025,Mon Sep 03 01:58:03 +0000 2018,sonyairyna,Sat Nov 02 23:00:39 +0000 2013,34136,45405,5344,5027,69,0,120,FALSE,FALSE,en,RT @FearTWD: More stories for Althea. #FearTWD https://t.co/3wrHITY4bF,FearTWD,FearTWD
1036433106524405760,Mon Sep 03 01:58:03 +0000 2018,MrWalkingDead96,Sat Mar 07 23:52:53 +0000 2015,16124,22570,1860,5000,4,0,120,FALSE,FALSE,en,RT @FearTWD: More stories for Althea. #FearTWD https://t.co/3wrHITY4bF,FearTWD,
1036433097074659328,Mon Sep 03 01:58:00 +0000 2018,andimarquette,Sun Sep 07 17:46:55 +0000 2008,47469,15181,2049,2309,98,0,0,FALSE,FALSE,en,SHIIIIIIIIT DON'T DRINK IT OMG  #FearTWD,FearTWD,
1036433085330542592,Mon Sep 03 01:57:58 +0000 2018,rodimusprime,Thu Aug 28 15:15:41 +0000 2008,591767,102,25367,1155,764,1,0,TRUE,TRUE,en,Is that some shit water or nah Morgan? #FearTWD,FearTWD,
1036433082851704837,Mon Sep 03 01:57:57 +0000 2018,Leesi_Girl,Mon Jan 18 00:02:53 +0000 2016,63113,46879,2158,1112,18,0,0,FALSE,TRUE,en,#fearTWD I LOVE MORGAN,fearTWD,
1036433081811574784,Mon Sep 03 01:57:57 +0000 2018,NerdtrovertPod,Sun Oct 01 20:39:04 +0000 2017,2627,1336,735,675,12,0,0,FALSE,FALSE,en,How many beers has old Jimbo had? #FTWD #FearTWD #NerdyWatch,"FTWD,FearTWD,NerdyWatch",colmandomingo
1036433072416280576,Mon Sep 03 01:57:55 +0000 2018,dlwlrnx,Thu May 05 03:25:52 +0000 2016,14275,7869,477,1926,2,0,118,FALSE,FALSE,en,RT @colmandomingo: Now for some behind the scenes pix thanks to my main homie on set Nyima who keeps Strand together #FearTWD https://t.co/…,FearTWD,
1036433071803916288,Mon Sep 03 01:57:54 +0000 2018,LostSisGrimes,Thu Jan 12 06:14:40 +0000 2012,24830,45159,4207,2172,43,5,1,FALSE,TRUE,en,"June is now 50 miles farther away

FROM JOHN DORIE

#FearTwd",FearTwd,
1036433070914715648,Mon Sep 03 01:57:54 +0000 2018,benneasdown96,Thu Oct 23 19:04:17 +0000 2014,13992,13578,317,1345,6,0,0,FALSE,FALSE,en,"Another phenomenal episode! Whoever that new villian is, she's one spooky bitch! #FearTWD",FearTWD,
1036433070793125888,Mon Sep 03 01:57:54 +0000 2018,carolcat17,Thu Jun 02 17:15:49 +0000 2011,30076,35718,2078,3181,36,0,0,FALSE,TRUE,en,#FearTWD Yay!  Morgan found Althea and June.  They meet the new people.,FearTWD,
1036433059871158277,Mon Sep 03 01:57:52 +0000 2018,DoctorJay_Jay,Thu Sep 08 04:07:53 +0000 2016,2163,250,24,181,3,1,0,FALSE,FALSE,en,More stories for Al??? She just abandoned her truck #FearTWD #deadbuzz https://t.co/xaDNb5lFOU,"FearTWD,deadbuzz",
1036433057211797506,Mon Sep 03 01:57:51 +0000 2018,LadySolitaire83,Tue Nov 03 08:56:24 +0000 2009,156267,1089,1177,1906,116,0,0,FALSE,TRUE,en,"“New people. You know I like new people.”

I love this line. #FearTheWalkingDead #FearTWD","FearTheWalkingDead,FearTWD",colmandomingo
1036433055672684544,Mon Sep 03 01:57:51 +0000 2018,JennaMarie394,Thu Aug 16 23:12:00 +0000 2012,2152,1812,305,1331,1,0,118,FALSE,TRUE,en,RT @colmandomingo: Now for some behind the scenes pix thanks to my main homie on set Nyima who keeps Strand together #FearTWD https://t.co/…,FearTWD,writtenbysara
1036433043576303617,Mon Sep 03 01:57:48 +0000 2018,sonyairyna,Sat Nov 02 23:00:39 +0000 2013,34136,45405,5344,5027,69,0,1,FALSE,FALSE,en,RT @writtenbysara: June &amp; Al found Morgan!! #FearTWD,FearTWD,
1036433043530104833,Mon Sep 03 01:57:48 +0000 2018,DoomJX,Mon May 03 16:17:09 +0000 2010,57146,3296,966,264,65,0,0,FALSE,FALSE,en,"can't wait for ""the twins"" to get eaten. strap 'em both to that chair and push 'em into a horde please. #FearTWD",FearTWD,FearTWD
1036433034113888258,Mon Sep 03 01:57:45 +0000 2018,robyn_ovox,Mon Apr 06 21:28:00 +0000 2015,38968,53863,586,436,4,0,120,FALSE,TRUE,en,RT @FearTWD: More stories for Althea. #FearTWD https://t.co/3wrHITY4bF,FearTWD,
1036433029768654848,Mon Sep 03 01:57:44 +0000 2018,MichaelClear,Wed Feb 11 20:35:11 +0000 2009,49214,13420,644,231,59,1,0,FALSE,TRUE,en,"Wendell, Sarah and Jim don't look all mopey and depressed all the time. They don't really fit in #FearTWD",FearTWD,
1036433027696680960,Mon Sep 03 01:57:44 +0000 2018,LARGESEVAN,Mon Jun 01 20:02:21 +0000 2009,66634,2375,2355,1063,15,1,0,FALSE,TRUE,en,AND WHERE THE FUCK DID THIS GUY GET ALL THIS BEER FROM #FearTWD,FearTWD,
1036433026236993536,Mon Sep 03 01:57:44 +0000 2018,andimarquette,Sun Sep 07 17:46:55 +0000 2008,47469,15181,2049,2309,98,2,0,FALSE,FALSE,en,"NOOOOOOOOOOOOO DON'T DRINK THAT, AL #FearTWD",FearTWD,carolcat17
1036433022353063941,Mon Sep 03 01:57:43 +0000 2018,sonyairyna,Sat Nov 02 23:00:39 +0000 2013,34136,45405,5344,5027,69,0,1,FALSE,FALSE,en,RT @carolcat17: #FearTWD Morgan needs a beer!! Give the man a beer!!,FearTWD,colmandomingo
1036433018741653504,Mon Sep 03 01:57:42 +0000 2018,TheWalkingDead,Sat May 10 14:14:51 +0000 2008,26001,14738,1624002,5142,3172,0,118,TRUE,TRUE,en,RT @colmandomingo: Now for some behind the scenes pix thanks to my main homie on set Nyima who keeps Strand together #FearTWD https://t.co/…,FearTWD,colmandomingo
1036433016279711744,Mon Sep 03 01:57:41 +0000 2018,silbijzitter,Sun Feb 20 03:01:02 +0000 2011,1099,2399,30,80,0,0,221,FALSE,FALSE,en,RT @colmandomingo: It’s a special episode of #Feartwd I’m gonna live tweet tonight. Join me friends! I’ll share some insight with you and h…,Feartwd,
1036433011896668160,Mon Sep 03 01:57:40 +0000 2018,MckeeveMichelle,Sun Aug 04 14:41:20 +0000 2013,207366,302211,1691,1519,102,1,0,FALSE,TRUE,en,NOT THE WATER!!! #FearTWD,FearTWD,"THEMOCOLLINS,kanya_sesser"
1036432998915293187,Mon Sep 03 01:57:37 +0000 2018,FearTWDbr,Mon Jun 08 13:08:58 +0000 2015,2482,900,881,598,3,0,140,FALSE,FALSE,en,RT @THEMOCOLLINS: My 1st walker kill! I’ll never forget her. The amazing @kanya_sesser ?????????#feartwd https://t.co/eZ0AU8rzs8,feartwd,FearTWD
1036432998030344192,Mon Sep 03 01:57:37 +0000 2018,mlfairfield8,Thu Dec 05 00:55:22 +0000 2013,57303,13485,3360,3829,5,0,120,FALSE,FALSE,en,RT @FearTWD: More stories for Althea. #FearTWD https://t.co/3wrHITY4bF,FearTWD,rodimusprime
1036432996973330433,Mon Sep 03 01:57:37 +0000 2018,WilliamJTV,Tue Sep 08 04:47:45 +0000 2009,92175,3456,2795,1737,60,0,16,FALSE,FALSE,en,RT @rodimusprime: THEY MADE IT! #FearTWD,FearTWD,"THEMOCOLLINS,kanya_sesser"
1036432996096593920,Mon Sep 03 01:57:36 +0000 2018,TheWalkingDead,Sat May 10 14:14:51 +0000 2008,26001,14738,1624002,5142,3172,0,140,TRUE,TRUE,en,RT @THEMOCOLLINS: My 1st walker kill! I’ll never forget her. The amazing @kanya_sesser ?????????#feartwd https://t.co/eZ0AU8rzs8,feartwd,
1036432994301616128,Mon Sep 03 01:57:36 +0000 2018,leepeacock2013,Wed Jan 30 21:05:44 +0000 2013,10012,303,1024,3011,31,0,0,FALSE,TRUE,en,"Beer guys is ""putting out the vibe"" #FearTWD",FearTWD,rodimusprime
1036432991604690944,Mon Sep 03 01:57:35 +0000 2018,FearTWD,Fri Mar 27 18:14:59 +0000 2015,7776,3259,306764,121,1146,3,0,TRUE,FALSE,en,@rodimusprime The twins crack us up! #FearTWD,FearTWD,
1036432987540414464,Mon Sep 03 01:57:34 +0000 2018,theloveguru619,Tue Sep 22 05:36:37 +0000 2009,17061,88082,1345,5003,29,1,0,FALSE,FALSE,en,#FearTWD 2nite was magnificently phenomenal can't wait till next week I'm so head over heels in ? with this show y'all ?????? https://t.co/bEvrwaKZDZ,FearTWD,
